Course Name,Platform
TOTAL: CompTIA PenTest+ (Ethical Hacking) + 2 FREE Tests.,Udemy
CompTIA Network+ (N10-007) Cert Prep: 8 Building a Real-World Network,LinkedIn Learning
Build a Machine Learning Web App with Streamlit and Python,Coursera
(2020) Python ile Makine Öğrenmesi (Machine Learning),Udemy
DevOps Foundations: Monitoring and Observability,LinkedIn Learning
Neural Network from Scratch in TensorFlow,Coursera
AI Foundations for Everyone,Coursera
Accelerating TensorFlow with the Google Machine Learning Engine,LinkedIn Learning
Wireshark Tutorial - Get Wireshark Certification,Udemy
Cybersecurity for Small and Medium Businesses: Essential Training,LinkedIn Learning
Image Data Augmentation with Keras,Coursera
Ethical Hacking: Hacking IoT Devices,LinkedIn Learning
API Security on Google Cloud's Apigee API Platform,Coursera
Kubernetes: Monitoring with Prometheus,LinkedIn Learning
Unsupervised Machine Learning for Customer Market Segmentation,Coursera
Etik Hacker Olma Kursu - Seviye 2 : Ağ İçi Saldırılar,Udemy
Machine Learning Practical Workout | 8 Real-World Projects,Udemy
Neural Networks in Python: Deep Learning for Beginners,Udemy
CompTIA A+ (220-1001) Cert Prep 10: Printers,LinkedIn Learning
Learning Threat Modeling for Security Professionals,LinkedIn Learning
"CompTIA A+ (220-1002) Cert Prep 6: Networking, Security, and More",LinkedIn Learning
Penetration Testing with KALI and More: All You Need to Know,Udemy
Certified WhiteHat Hacker Level 1 ( CWHH Level 1),Udemy
CompTIA A+ (220-1001) Cert Prep 9: Portable Computing,LinkedIn Learning
"Docker, From Zero To Hero: Become a DevOps Docker Master",Udemy
Introduction to Bash Scripting,Datacamp
Continuous Delivery with Azure DevOps,LinkedIn Learning
DevOps Fundamentals: Gain Solid Understanding,Udemy
Continuous Delivery with GitLab,LinkedIn Learning
Continuous Delivery with GitLab,LinkedIn Learning
CCNP Route 642-902 Implementing Cisco IP Routing,Udemy
Practice Your First Penetration Test: Kali & Metasploit Lab,Udemy
Exchange Server 2016 Administration with Real life scenarios,Udemy
IT Project Management,edX
Essentials of Cybersecurity,edX
Performing a Technical Security Audit and Assessment,LinkedIn Learning
(ISC)² Systems Security Certified Practitioner (SSCP),Coursera
Learn Ethical Hacking By Hacking Real Websites Legally,Udemy
CISM Cert Prep: 3 Information Security Program Development and Management,LinkedIn Learning
Web Design: Efficient Workflow,LinkedIn Learning
Cisco Network Security: Cisco Firewall Technologies,LinkedIn Learning
Perform Real-Time Object Detection with YOLOv3,Coursera
Arduino Bootcamp : Learning Through Projects,Udemy
Image Compression with K-Means Clustering,Coursera
The Complete Penetration Testing Bootcamp,Udemy
Suporte em TI do Google,Coursera
Cloud Computing for Everyone,Datacamp
Predict Employee Turnover with scikit-learn,Coursera
Ethical Hacking Fundamental Course - Learn From Scratch,Udemy
Ethical Hacking: Network Scan by Nmap & Nessus,Udemy
Machine Learning- Step by Step from scratch,Udemy
DevSecOps: Building a Secure Continuous Delivery Pipeline,LinkedIn Learning
Predicting Salaries with Simple Linear Regression in R,Coursera
Aprende Seguridad Cisco desde 0,Udemy
Docker para entornos de desarrollo,Udemy
CCNP Switch 642-813 Implementing Cisco IP Switched Networks,Udemy
Build Undetectable Malware Using C Language: Ethical Hacking,Udemy
Machine Learning for Business,Datacamp
Data Processing in Shell,Datacamp
Basic Sentiment Analysis with TensorFlow,Coursera
Windows Server 2019 - Go from Zero to Hero (2020),Udemy
Build a Deep Learning Based Image Classifier with R,Coursera
Certified Ethical Hacking Masterclass: Beginner to Advance,Udemy
Complete Ethical Hacking Certification Course: Zero to Hero,Udemy
"Ethical Hacking for Mobile Phones, Facebook & Social Media!",Udemy
Object Detection with Amazon Sagemaker,Coursera
CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems,LinkedIn Learning
Convolutional Neural Networks in Python: CNN Computer Vision,Udemy
Real world Hacking & Penetration testing: Version-1,Udemy
Emotion AI: Facial Key-points Detection,Coursera
The Complete Ethical Hacking Course 2.0: Python & Kali Linux,Udemy
CompTIA A+ (220-1002) Cert Prep 8: Security and Organization,LinkedIn Learning
Master the Coding Interview: Big Tech (FAANG) Interviews,Udemy
The Cybersecurity Threat Landscape,LinkedIn Learning
Cybersecurity Awareness: Malware Explained,LinkedIn Learning
Introduction to Docker: Build Your Own Portfolio Site,Coursera
Classify Radio Signals from Space using Keras,Coursera
Image Denoising Using AutoEncoders in Keras and Python,Coursera
Buffer Overflow Exploits (Arabic) | OSCP Preparation,Udemy
Kali Linux. Seguridad Informática. Pentesting. Hacking. 2020,Udemy
Machine Learning Rock Star – the End-to-End Practice,Coursera
Security Testing: Vulnerability Management with Nessus,LinkedIn Learning
Python Data Structures and Algorithms,LinkedIn Learning
IP Addressing and Subnetting - Zero to Hero,Udemy
Docker Container Fundamentals (Hands-on) - DevOps,Udemy
Master Mathematical Cryptography 2020: Crack Any Code,Udemy
Ethical Hacking for beginners| الهكر الأخلاقي للمبتدئين,Udemy
القرصنة الأخلاقية مع كالي لينكس - الكورس الأقوى,Udemy
Developing Azure Compute Solutions,LinkedIn Learning
Deep Learning Inference with Azure ML Studio,Coursera
Language Classification with Naive Bayes in Python,Coursera
Machine Learning: Create a Neural Network that Predicts whether an Image is a Car or Airplane.,Coursera
Automatic Machine Learning with H2O AutoML and Python,Coursera
Curso Básico de Linux,Udemy
Ethical Hacking: Denial of Service,LinkedIn Learning
Shell Scripting with Bash,Pluralsight
Master’s Degree in IT Management,edX
Information Systems,edX
Raspberry Pi: GPIO,LinkedIn Learning
Firewall Administration Essential Training,LinkedIn Learning
Data Structures and Algorithms: In-Depth using Python,Udemy
Master in Wi-Fi ethical Hacking,Udemy
Build a Raspberry Pi Media Server,LinkedIn Learning
Incident Response Planning,LinkedIn Learning
Microsoft Server 2012 R2 - Hands-on Training Part I,Udemy
TensorFlow. Curso de TensorFlow para Deep Learning y Python,Udemy
Using TensorFlow with Amazon Sagemaker,Coursera
The Complete Wi-Fi Hacking Course: Beginner to Advanced 2019,Udemy
Cert Prep: CompTIA Linux+ (XKO-004),LinkedIn Learning
Artificial Neural Networks (ANN) with Keras in Python and R,Udemy
Learn Ethical Hacking From A-Z: Beginner To Expert Course,Udemy
Networks and Communications Security,Coursera
Ethical Hacking : Become a Cyber Security Expert,Udemy
SSCP Cert Prep: 4 Incident Response and Recovery,LinkedIn Learning
Artificial Intelligence for Cybersecurity,LinkedIn Learning
Ansible Automation For Beginners to Advance - Step by Step,Udemy
Soft Skills for Information Security Professionals,LinkedIn Learning
Ethical Hacking: Cryptography,LinkedIn Learning
تعلم الهكر الأخلاقي من الصفر وحتى الإحتراف,Udemy
CompTIA A+ (220-1002) Cert Prep 7: Portable Computing,LinkedIn Learning
The Ethical Hacking Starter Kit: 12 Techniques,Udemy
Learn Hacking and use your Android as a Hacking Machine,Udemy
Python Ethical Hacking : Build tools for ethical hacking,Udemy
TensorFlow: Advanced Techniques,Coursera
Learning Amazon Connect: Create and Manage a Contact Center,LinkedIn Learning
Bash Shell scripting and automation,Udemy
Implementing RPA with Cognitive Automation and Analytics,Coursera
Complete Cyber Security Masterclass: Beginner to Advance,Udemy
WiFi Penetration Testing (Ethical Hacking) From Scratch,Udemy
AWS DevOps: Continuous Docker Deployment to AWS Fargate from GitLab,LinkedIn Learning
Curso de Linux Mint 19.3,Udemy
Ethical Hacking - Most Advanced Level Penetration Testing,Udemy
Web Application Security Testing with OWASP ZAP,Coursera
Windows Server 2016: IP Addressing,LinkedIn Learning
Learning IT Help Desk Basics,Udemy
IBM Machine Learning,Coursera
Curso Completo de Administrador de Servidores Web con Linux,Udemy
Introduction to Machine Learning with KNIME,LinkedIn Learning
Online Application Security Testing Essential Training,LinkedIn Learning
Linux Administration +Linux Command Line+Linux Server 3 in 1,Udemy
How to Hack( Secure) a Web Application- Security Practices,Udemy
Palo Alto Networks PCNSE Complete Course + Exam,Udemy
Introduction to Docker,Udemy
Linux kernel Module and driver Programming for x86,Udemy
Architecting Hybrid Cloud Infrastructure with Anthos,Coursera
Linux BASH Shell Terminal Command Basics,Udemy
Super way to Learn Arduino | Creative,Udemy
Image Noise Reduction with Auto-encoders using TensorFlow,Coursera
Hands-on Penetration Testing Labs 4.0,Udemy
IBM z/OS Mainframe Practitioner,Coursera
Symmetric Cryptography Essential Training,LinkedIn Learning
Linux Foundation Cert Prep: Network Administration (Ubuntu),LinkedIn Learning
Penetration Testing: Advanced Tunneling and Exfiltration,LinkedIn Learning
The Complete Ethical Hacking Course: Beginner to Advance!,Udemy
ZERO to GOD Python 3.8 FULL STACK MASTERCLASS 45 AI projects,Udemy
Ethical Hacking - Capture the Flag Walkthroughs - v1,Udemy
The Complete Cyber Security Course : Part 1 - Foundation,Udemy
Introduction to Quantum Cryptography,LinkedIn Learning
"Cisco CCNA (200-301) Cert Prep: Security, Automation, and Programmability",LinkedIn Learning
"Support Vector Machines in Python, From Start to Finish",Coursera
Regression with Automatic Differentiation in TensorFlow,Coursera
Kubernetes for developers,Udemy
Avoid Overfitting Using Regularization in TensorFlow,Coursera
Complete Cyber Security Course: Go From Zero To Hero,Udemy
Build a Blockchain & Cryptocurrency using Python,Udemy
Named Entity Recognition using LSTMs with Keras,Coursera
Neural Style Transfer with TensorFlow,Coursera
AutoML for Computer Vision with Microsoft Custom Vision,Coursera
IBM AI Foundations for Business,Coursera
Ethical Hacking: Cloud Computing,LinkedIn Learning
Linux Command line Basics,Udemy
"Bash Scripting, Linux and Shell Programming Complete Guide",Udemy
DevOps Foundations: Transforming the Enterprise,LinkedIn Learning
Cisco CCNA (200-301) Cert Prep: IP Connectivity and Services,LinkedIn Learning
NLP and Text mining with python(for absolute beginners only),Udemy
Arduino: Prototyping,LinkedIn Learning
Complete Cyber Security Course - Learn From Scratch,Udemy
Master Wifi Ethical Hacking - Evil Twin Attacks Complete,Udemy
Artificial Neural Networks for Business Managers in R Studio,Udemy
Convolutions for Text Classification with Keras,Coursera
Learning HashiCorp Packer,LinkedIn Learning
Splunk Hands-on - The Complete Data Analytics using Splunk,Udemy
Machine Learning with H2O Flow,Coursera
Curso Completo de Linux Ubuntu Server,Udemy
Machine Learning Feature Selection in Python,Coursera
Solidity Smart Contracts: Build DApps In Ethereum Blockchain,Udemy
Blockchain Fundamentals,Pluralsight
Create Custom Layers in Keras,Coursera
Infrastructure & Cloud Career Planning - A must have guide,Udemy
Introducción a Servidores Linux con Debian,Udemy
Linux Foundation Certified System Administrator (LFCS),Udemy
Learn Ethical Hacking & Reverse Engineering,Udemy
Tensorflow and Keras For Neural Networks and Deep Learning,Udemy
CompTIA PenTest+ (PT0-001): 5 Selecting Pen Testing Tools,LinkedIn Learning
Introducción al Hardware de Computadoras,Udemy
Microsoft Windows Server 2019 - Hands-on Training Part I,Udemy
Linux Server Administration Made Easy with Hands-on Training,Udemy
Linux for Cloud & DevOps Engineers,Udemy
Build Multilayer Perceptron Models with Keras,Coursera
Visual Machine Learning with Yellowbrick,Coursera
Linux Foundation Cert Prep: Network Security (Ubuntu),LinkedIn Learning
Homebaked | Raspberry Pi + Django Home Server,Udemy
Learn DevOps with Jenkins All in One Guide,Udemy
TeamCity 2017 Essential Training,LinkedIn Learning
Kubernetes: Continuous Delivery with Spinnaker,LinkedIn Learning
Modern Artificial Intelligence Masterclass: Build 6 Projects,Udemy
Dark Web: Complete Introduction to the Deep/Dark Web 2021,Udemy
Support Vector Machines in Python: SVM Concepts & Code,Udemy
Pentesting and Securing Web Applications (Ethical Hacking),Udemy
Ultimate Ethical Hacking and Penetration Testing (UEH),Udemy
Cisco CCNA Networking Security 200-125 Exam Complete Course,Udemy
Unix Command Course for Beginners 2021,Udemy
Semantic Segmentation with Amazon Sagemaker,Coursera
Master & Maker: Realiza proyectos con Arduino. De 0 a Maker!,Udemy
Linux Crash Course for Beginners - 2021,Udemy
Creating Custom Callbacks in Keras,Coursera
Reasonable Cybersecurity for Business Leaders,LinkedIn Learning
Complete WebApplication Penetration Testing Practical C|WAPT,Udemy
Learn Basics of Data Structures & Algorithms in C++,Udemy
Machine Learning for Absolute Beginners - Level 1,Udemy
Learn Linux administration and linux command line skills,Udemy
Uygulamalı Siber Güvenlik ve Etik Hacker Eğitimi,Udemy
Practical Cisco Networking Labs in Cisco Packet Tracer 2020,Udemy
How Hackers Create Undetectable Malware and Viruses,Udemy
Cyber Security and Ethical Hacking introduction course,Udemy
Visual Studio Tools for Azure DevOps,LinkedIn Learning
Learning Kali Linux,LinkedIn Learning
Learning Kali Linux,LinkedIn Learning
Security Analyst Fundamentals,Coursera
Learning Shell Scripting: How to Automate Your Tasks,Udemy
Machine Learning - A-Z™ Full Course,Udemy
Some Python Modules to Create AI Projects For Beginners,Udemy
Complete Machine Learning Course - Learn From Scratch,Udemy
Kali Linux - Hacking for beginners,Udemy
Machine Learning: Executive Briefing,Pluralsight
Learn the Fundamentals of Networking,Udemy
Offline Application Security Testing Essential Training,LinkedIn Learning
Complete iOS Machine Learning Masterclass,Udemy
Artificial Intelligence- Full course with Deep learning,Udemy
"On Premises Management, Security, and Upgrade with Google Cloud's Apigee API Platform",Coursera
Computer Networking : Go from Zero to Hero (2020),Udemy
DevOps Foundations: Incident Management,LinkedIn Learning
Most Advanced Level Ethical Hacking Using Kali Linux,Udemy
Introduction to Ethereum DeFi Smart Contract Security & Exploits,Coursera
An Absolute Beginner's Guide To Linux!,Udemy
Windows Server 2016: Deploying Containers,LinkedIn Learning
Arduino Embedded C With Electronics/Schematics/PCB,Udemy
DevSecOps: Continuous Application Security,LinkedIn Learning
Xcode Server: Continuous Integration for iOS Developers,LinkedIn Learning
Become Master in Ethical Hacking with Android (without Root),Udemy
Windows Server 2016: Software Defined Networking Deployment,LinkedIn Learning
Kubernetes Installation and Configuration Fundamentals,Pluralsight
Building and Distributing Packages with Conda,Datacamp
